mlbId,Year,ServiceYears,ServiceDays
502054,2015,0,149
592789,2015,0,149
572750,2015,0,149
571760,2015,0,15
605512,2015,0,15
519082,2015,0,151
628452,2015,0,154
542208,2015,0,154
592696,2015,0,154
623184,2015,0,154
595978,2015,0,154
542587,2015,0,155
506997,2015,0,155
462515,2015,0,156
596119,2015,0,156
543903,2015,0,157
547179,2015,0,159
592135,2015,0,161
573627,2015,0,161
553878,2015,0,162
595386,2015,0,163
519326,2015,0,163
608349,2015,0,166
571057,2015,0,166
543716,2015,0,167
608365,2015,0,167
572138,2015,0,167
474249,2015,0,168
605374,2015,0,168
502211,2015,0,168
596748,2015,0,17
571825,2015,0,17
552662,2015,0,17
457762,2015,0,171
592178,2015,0,171
502522,2015,0,171
592192,2015,1,0
542266,2015,1,0
592261,2015,1,0
605227,2015,1,0
592329,2015,1,0
543219,2015,1,0
543242,2015,1,0
546318,2015,1,0
628356,2015,1,0
605309,2015,1,0
532077,2015,1,0
570663,2015,1,0
581527,2015,1,0
595465,2015,1,0
591712,2015,1,0
630111,2015,1,0
542866,2015,1,2
595025,2015,1,2
543169,2015,1,2
543859,2015,1,5
592662,2015,1,7
571527,2015,1,8
607387,2015,1,8
456071,2015,1,8
592314,2015,1,9
572019,2015,1,12
608665,2015,1,14
542194,2015,1,14
592200,2015,1,15
542993,2015,1,2
605177,2015,1,2
518568,2015,1,22
570560,2015,1,23
500207,2015,1,27
518790,2015,1,27
570810,2015,1,27
592340,2015,1,28
543510,2015,1,28
519208,2015,1,28
605476,2015,1,28
592626,2015,1,28
605486,2015,1,28
592781,2015,1,3
461848,2015,1,31
648717,2015,1,31
641490,2015,1,33
544925,2015,1,33
501992,2015,1,33
543456,2015,1,33
624585,2015,1,33
543881,2015,1,34
544993,2015,1,35
572191,2015,1,37
592663,2015,1,38
605359,2015,1,38
608678,2015,1,4
554340,2015,1,4
475054,2015,1,41
592741,2015,1,41
488818,2015,1,42
516811,2015,1,42
500743,2015,1,43
489002,2015,1,46
518863,2015,1,47
516910,2015,1,47
519345,2015,1,5
543507,2015,1,51
606160,2015,1,51
572143,2015,1,51
501659,2015,1,52
519295,2015,1,52
460322,2015,1,52
571875,2015,1,53
605113,2015,1,54
571771,2015,1,54
607054,2015,1,58
543633,2015,1,58
501625,2015,1,59
453222,2015,1,59
520980,2015,1,59
622110,2015,1,59
491708,2015,1,6
543706,2015,1,6
545341,2015,1,61
553993,2015,1,61
543101,2015,1,62
571506,2015,1,64
502117,2015,1,65
595014,2015,1,65
572180,2015,1,65
489446,2015,1,66
518468,2015,1,67
543321,2015,1,67
592717,2015,1,69
605141,2015,1,7
544928,2015,1,7
519068,2015,1,72
519306,2015,1,72
471822,2015,1,73
608070,2015,1,74
571466,2015,1,75
572888,2015,1,75
516935,2015,1,76
572362,2015,1,78
518911,2015,1,79
543294,2015,1,81
543877,2015,1,82
547379,2015,1,83
516589,2015,1,84
594838,2015,1,85
453156,2015,1,85
534910,2015,1,86
554432,2015,1,86
592454,2015,1,87
519237,2015,1,89
453214,2015,1,89
543734,2015,1,92
541650,2015,1,93
445095,2015,1,94
518452,2015,1,96
628333,2015,1,98
474443,2015,1,99
545338,2015,1,99
605412,2015,1,1
570256,2015,1,103
543334,2015,1,104
502205,2015,1,104
573127,2015,1,105
543278,2015,1,106
519076,2015,1,107
518700,2015,1,108
543068,2015,1,11
542454,2015,1,111
458530,2015,1,111
493472,2015,1,112
606273,2015,1,112
548357,2015,1,112
571704,2015,1,113
607680,2015,1,113
542340,2015,1,113
572033,2015,1,114
572365,2015,1,116
517008,2015,1,118
543760,2015,1,118
571974,2015,1,12
444482,2015,1,12
596059,2015,1,121
623406,2015,1,121
600303,2015,1,124
595032,2015,1,125
573185,2015,1,126
519085,2015,1,127
592238,2015,1,127
542963,2015,1,13
595281,2015,1,131
501303,2015,1,131
501627,2015,1,133
542674,2015,1,135
534812,2015,1,136
573046,2015,1,137
594798,2015,1,139
473879,2015,1,142
516809,2015,1,142
543742,2015,1,142
592836,2015,1,142
472610,2015,1,143
607259,2015,1,143
502578,2015,1,144
518927,2015,1,144
542921,2015,1,145
543376,2015,1,145
545350,2015,1,145
502624,2015,1,146
543746,2015,1,147
573186,2015,1,148
573204,2015,1,148
598265,2015,1,15
518618,2015,1,151
592332,2015,1,151
542924,2015,1,154
514917,2015,1,154
474284,2015,1,155
592609,2015,1,156
499624,2015,1,157
542255,2015,1,157
545333,2015,1,158
519166,2015,1,158
543900,2015,1,158
571735,2015,1,158
517593,2015,1,162
533167,2015,1,166
543807,2015,1,166
524968,2015,1,167
491696,2015,1,169
518653,2015,1,17
544725,2015,1,17
547989,2015,2,0
547888,2015,2,0
571786,2015,2,0
500208,2015,2,0
543302,2015,2,1
527038,2015,2,3
571871,2015,2,3
445170,2015,2,5
476595,2015,2,9
467070,2015,2,1
570649,2015,2,13
573064,2015,2,15
519443,2015,2,18
542455,2015,2,2
543054,2015,2,2
445216,2015,2,26
572020,2015,2,27
570731,2015,2,27
572008,2015,2,27
571740,2015,2,28
592206,2015,2,29
506702,2015,2,29
502264,2015,2,32
502261,2015,2,33
521230,2015,2,38
543935,2015,2,38
543305,2015,2,41
593428,2015,2,42
465753,2015,2,42
543606,2015,2,42
518595,2015,2,44
502593,2015,2,44
519222,2015,2,45
543939,2015,2,45
518693,2015,2,5
571788,2015,2,52
519151,2015,2,53
489295,2015,2,53
543213,2015,2,55
543699,2015,2,55
502043,2015,2,56
592804,2015,2,57
543391,2015,2,59
517370,2015,2,59
458584,2015,2,6
488912,2015,2,6
543243,2015,2,61
519008,2015,2,61
605125,2015,2,62
608379,2015,2,62
518625,2015,2,62
573131,2015,2,66
572140,2015,2,66
485567,2015,2,69
592885,2015,2,69
446192,2015,2,7
571697,2015,2,71
593372,2015,2,73
476454,2015,2,78
500721,2015,2,79
543144,2015,2,8
543238,2015,2,82
519390,2015,2,84
572287,2015,2,84
571666,2015,2,85
543521,2015,2,85
571561,2015,2,88
543506,2015,2,89
592710,2015,2,9
543272,2015,2,92
543543,2015,2,94
554430,2015,2,98
572816,2015,2,101
501789,2015,2,102
541652,2015,2,103
501981,2015,2,104
502026,2015,2,104
571976,2015,2,104
460131,2015,2,106
518902,2015,2,108
502202,2015,2,109
543037,2015,2,111
543776,2015,2,111
543590,2015,2,112
502582,2015,2,115
543779,2015,2,116
624577,2015,2,119
572089,2015,2,12
502182,2015,2,123
622072,2015,2,123
542303,2015,2,124
502748,2015,2,124
493159,2015,2,128
594777,2015,2,13
453249,2015,2,13
543685,2015,2,13
519437,2015,2,132
492841,2015,2,134
474029,2015,2,135
518715,2015,2,136
519344,2015,2,136
493128,2015,2,138
519267,2015,2,142
501822,2015,2,146
518953,2015,2,149
475100,2015,2,151
466948,2015,2,154
595307,2015,2,154
519293,2015,2,155
571448,2015,2,155
502042,2015,2,156
541640,2015,2,158
544369,2015,2,159
501571,2015,2,16
576397,2015,2,164
541645,2015,2,167
595777,2015,2,167
543883,2015,2,167
527055,2015,2,168
518748,2015,2,17
543359,2015,2,171
502004,2015,2,171
605228,2015,3,0
451661,2015,3,0
594828,2015,3,0
444468,2015,3,0
547943,2015,3,0
477165,2015,3,3
605169,2015,3,7
457456,2015,3,7
457768,2015,3,11
519141,2015,3,13
572831,2015,3,15
543408,2015,3,16
502100,2015,3,16
488786,2015,3,18
489138,2015,3,18
502046,2015,3,2
520471,2015,3,21
488681,2015,3,24
543921,2015,3,27
594809,2015,3,3
544727,2015,3,3
573109,2015,3,3
571946,2015,3,3
571431,2015,3,33
503449,2015,3,33
545363,2015,3,33
447755,2015,3,35
458677,2015,3,35
578428,2015,3,36
476589,2015,3,36
527048,2015,3,38
461865,2015,3,49
465674,2015,3,49
518617,2015,3,5
572041,2015,3,52
592518,2015,3,56
444935,2015,3,56
519025,2015,3,57
572096,2015,3,58
588751,2015,3,6
527054,2015,3,62
542960,2015,3,63
516416,2015,3,65
446386,2015,3,66
516782,2015,3,7
518774,2015,3,72
446372,2015,3,74
592102,2015,3,76
502083,2015,3,77
501593,2015,3,77
547982,2015,3,78
460156,2015,3,82
543228,2015,3,83
571901,2015,3,83
475857,2015,3,86
572971,2015,3,89
518603,2015,3,9
489232,2015,3,92
456781,2015,3,92
489294,2015,3,94
474568,2015,3,95
465679,2015,3,96
523989,2015,3,97
516949,2015,3,98
572821,2015,3,1
543726,2015,3,1
517414,2015,3,1
523260,2015,3,101
543331,2015,3,102
453568,2015,3,102
519083,2015,3,102
455139,2015,3,103
571578,2015,3,105
474699,2015,3,112
448614,2015,3,114
518735,2015,3,115
430652,2015,3,121
448281,2015,3,122
474521,2015,3,122
458919,2015,3,123
592743,2015,3,125
500871,2015,3,128
571800,2015,3,128
518934,2015,3,128
502028,2015,3,131
503556,2015,3,133
500779,2015,3,133
516769,2015,3,137
453203,2015,3,141
502272,2015,3,143
543548,2015,3,143
542914,2015,3,148
572070,2015,3,148
592767,2015,3,15
518577,2015,3,151
543829,2015,3,154
455117,2015,3,156
475479,2015,3,156
516969,2015,3,157
501647,2015,3,157
502154,2015,3,158
502082,2015,3,158
518626,2015,3,158
547180,2015,3,159
474892,2015,3,159
453172,2015,3,162
460269,2015,3,163
502034,2015,3,164
571521,2015,3,165
519203,2015,3,168
458582,2015,3,171
493114,2015,4,0
475247,2015,4,0
518858,2015,4,0
519043,2015,4,0
519105,2015,4,0
506433,2015,4,0
612672,2015,4,0
493316,2015,4,0
592665,2015,4,1
456078,2015,4,9
572761,2015,4,12
543135,2015,4,13
502327,2015,4,16
449786,2015,4,19
519023,2015,4,28
451775,2015,4,32
543281,2015,4,33
502110,2015,4,36
543022,2015,4,39
467094,2015,4,41
502126,2015,4,43
489119,2015,4,44
537953,2015,4,45
453269,2015,4,49
521692,2015,4,5
474233,2015,4,51
450317,2015,4,52
458690,2015,4,53
435064,2015,4,58
502671,2015,4,59
543475,2015,4,6
502171,2015,4,61
491646,2015,4,63
519299,2015,4,64
502143,2015,4,64
543401,2015,4,69
545361,2015,4,7
514888,2015,4,72
472551,2015,4,73
429780,2015,4,73
456715,2015,4,74
543766,2015,4,81
425784,2015,4,82
446359,2015,4,84
504379,2015,4,84
446381,2015,4,85
518633,2015,4,85
572122,2015,4,85
434137,2015,4,86
554429,2015,4,87
493603,2015,4,87
502481,2015,4,88
519186,2015,4,89
456488,2015,4,9
452666,2015,4,91
543063,2015,4,94
456068,2015,4,95
525768,2015,4,97
502374,2015,4,97
501381,2015,4,99
457775,2015,4,101
444836,2015,4,101
453265,2015,4,101
488810,2015,4,105
519058,2015,4,111
457787,2015,4,113
523253,2015,4,113
501957,2015,4,113
475174,2015,4,116
458681,2015,4,119
518703,2015,4,121
452239,2015,4,122
448605,2015,4,123
475115,2015,4,126
459429,2015,4,127
457117,2015,4,128
474832,2015,4,128
446263,2015,4,137
446653,2015,4,138
501985,2015,4,138
518553,2015,4,143
453562,2015,4,145
543333,2015,4,146
471911,2015,4,147
456379,2015,4,147
452095,2015,4,148
519184,2015,4,149
502226,2015,4,152
501800,2015,4,153
467008,2015,4,156
457926,2015,4,156
461858,2015,4,162
489365,2015,4,165
514913,2015,4,171
518567,2015,5,0
543070,2015,5,0
448170,2015,5,0
234194,2015,5,2
459987,2015,5,3
475243,2015,5,4
433217,2015,5,7
433589,2015,5,16
518614,2015,5,16
460077,2015,5,18
467100,2015,5,24
444432,2015,5,27
518813,2015,5,28
518692,2015,5,33
458708,2015,5,33
458537,2015,5,33
547973,2015,5,34
457732,2015,5,34
502317,2015,5,42
477229,2015,5,43
506560,2015,5,43
476451,2015,5,45
457759,2015,5,45
467092,2015,5,47
477569,2015,5,48
502210,2015,5,5
468504,2015,5,53
425543,2015,5,53
519242,2015,5,61
488721,2015,5,62
518886,2015,5,66
519048,2015,5,67
489149,2015,5,69
445276,2015,5,73
475253,2015,5,77
445197,2015,5,79
476883,2015,5,85
547749,2015,5,86
501983,2015,5,86
455755,2015,5,91
453343,2015,5,98
468406,2015,5,101
488771,2015,5,104
445926,2015,5,108
435045,2015,5,11
460099,2015,5,113
468396,2015,5,114
467793,2015,5,115
543339,2015,5,117
519317,2015,5,118
544931,2015,5,118
460701,2015,5,122
488768,2015,5,126
518516,2015,5,127
488726,2015,5,131
519240,2015,5,132
445055,2015,5,134
518960,2015,5,136
459431,2015,5,138
453539,2015,5,14
519322,2015,5,14
453400,2015,5,144
465041,2015,5,146
458085,2015,5,148
472528,2015,5,148
516770,2015,5,15
454560,2015,5,151
491703,2015,5,151
446399,2015,5,152
477195,2015,5,155
451085,2015,5,156
461235,2015,5,16
489334,2015,5,16
457763,2015,5,161
448178,2015,5,163
453385,2015,5,163
435623,2015,5,163
453923,2015,5,164
452035,2015,5,164
435522,2015,5,166
446099,2015,5,17
518792,2015,6,0
502190,2015,6,0
457706,2015,6,0
453211,2015,6,5
435622,2015,6,27
502188,2015,6,28
501896,2015,6,28
431171,2015,6,28
493247,2015,6,31
451584,2015,6,32
444379,2015,6,32
444436,2015,6,33
462136,2015,6,35
455374,2015,6,54
450729,2015,6,58
488671,2015,6,61
448801,2015,6,61
488984,2015,6,66
502032,2015,6,68
430641,2015,6,7
457727,2015,6,73
449079,2015,6,76
502009,2015,6,79
460283,2015,6,81
444876,2015,6,82
456696,2015,6,95
502239,2015,6,98
448609,2015,6,1
488846,2015,6,104
477003,2015,6,107
456027,2015,6,108
502517,2015,6,109
460060,2015,6,114
456665,2015,6,116
502706,2015,6,12
493596,2015,6,123
457705,2015,6,123
459964,2015,6,123
453178,2015,6,124
448179,2015,6,127
518875,2015,6,128
446308,2015,6,129
458730,2015,6,132
446481,2015,6,133
450665,2015,6,137
430603,2015,6,138
457477,2015,6,139
430580,2015,6,142
467827,2015,6,145
461325,2015,6,148
519455,2015,5,154
461416,2015,6,155
461829,2015,6,162
456034,2015,6,164
451594,2015,6,168
519144,2015,6,17
462101,2015,7,0
502381,2015,7,0
458675,2015,7,0
493157,2015,7,0
474463,2015,7,0
462985,2015,7,7
450203,2015,7,1
456701,2015,7,17
435400,2015,7,27
466988,2015,7,3
425840,2015,7,41
425532,2015,7,43
448802,2015,7,47
457918,2015,7,47
467055,2015,7,47
453329,2015,7,59
471865,2015,7,59
460026,2015,7,59
453192,2015,7,62
502085,2015,7,7
458731,2015,7,72
431162,2015,7,72
452672,2015,7,77
453286,2015,7,79
457448,2015,7,83
489265,2015,7,97
503285,2015,7,103
477132,2015,7,105
476704,2015,7,111
452655,2015,7,111
430911,2015,7,114
488674,2015,7,116
452234,2015,7,119
446899,2015,7,122
452104,2015,7,123
457803,2015,6,125
462382,2015,7,131
460024,2015,7,151
450275,2015,7,159
450212,2015,7,159
452718,2015,7,159
446334,2015,7,17
434778,2015,7,17
456501,2015,8,0
493351,2015,8,0
501955,2015,8,8
450282,2015,8,1
429711,2015,8,11
434665,2015,8,26
452678,2015,8,27
458015,2015,8,27
457454,2015,8,31
453056,2015,8,37
456121,2015,8,41
452252,2015,8,58
450172,2015,8,59
457708,2015,8,6
447714,2015,8,62
448159,2015,8,63
430910,2015,8,81
443558,2015,8,82
453895,2015,8,82
434622,2015,8,87
461815,2015,8,87
444520,2015,8,88
501925,2015,8,91
453344,2015,8,91
460086,2015,8,92
434567,2015,8,96
456714,2015,8,102
445988,2015,8,105
451596,2015,8,108
430605,2015,8,109
461833,2015,8,113
435559,2015,8,113
434604,2015,8,114
450306,2015,8,114
465629,2015,8,115
425783,2015,8,119
488862,2015,8,121
460059,2015,8,122
460075,2015,8,129
450314,2015,8,134
448602,2015,8,138
430945,2015,8,139
457429,2015,8,14
460576,2015,8,141
458006,2015,8,141
433586,2015,8,148
453311,2015,8,148
490063,2015,8,149
434628,2015,8,153
452254,2015,8,156
430661,2015,8,17
433579,2015,9,0
285078,2015,9,0
465657,2015,9,0
434442,2015,9,7
425766,2015,9,12
425772,2015,9,12
455104,2015,9,13
276351,2015,9,16
285064,2015,9,2
456422,2015,9,28
453646,2015,9,3
471083,2015,9,31
453064,2015,9,33
452220,2015,9,38
455759,2015,9,39
456030,2015,9,41
425856,2015,9,45
461314,2015,9,49
435401,2015,9,51
435043,2015,9,54
445163,2015,9,63
434563,2015,9,69
452657,2015,9,75
425796,2015,9,75
430947,2015,9,86
445156,2015,9,88
444857,2015,9,91
425900,2015,9,91
435062,2015,9,91
434643,2015,9,97
434671,2015,9,99
434538,2015,9,104
451532,2015,9,11
431148,2015,9,119
435221,2015,9,122
448306,2015,9,125
462564,2015,9,125
425834,2015,9,126
450308,2015,9,129
425386,2015,9,13
407908,2015,9,132
445060,2015,9,142
430935,2015,9,143
434636,2015,9,144
466320,2015,9,148
431145,2015,9,15
434661,2015,9,152
444843,2015,9,153
430599,2015,9,158
432934,2015,9,162
435079,2015,10,0
455976,2015,10,0
434378,2015,10,2
285079,2015,10,7
434670,2015,10,14
279571,2015,10,19
455009,2015,10,2
435178,2015,10,26
425794,2015,10,27
429713,2015,10,29
475582,2015,10,32
430912,2015,10,38
430611,2015,10,38
450351,2015,10,55
433587,2015,10,6
449097,2015,10,64
425902,2015,10,68
434158,2015,10,77
429665,2015,10,85
425664,2015,10,92
430404,2015,10,97
429722,2015,10,101
408236,2015,10,108
435263,2015,10,117
425549,2015,10,122
430637,2015,10,127
431094,2015,10,136
429667,2015,10,145
425626,2015,10,152
429664,2015,10,153
346847,2015,10,153
425492,2015,10,155
429666,2015,10,164
430832,2015,10,165
425657,2015,10,167
434718,2015,11,0
407822,2015,11,15
408252,2015,11,22
430897,2015,11,31
430895,2015,11,38
425844,2015,11,57
424144,2015,11,58
430589,2015,11,58
329092,2015,11,73
431151,2015,11,75
407781,2015,11,115
425509,2015,11,118
425877,2015,11,123
407819,2015,11,129
425567,2015,11,13
430203,2015,11,146
429717,2015,11,154
408047,2015,11,168
407812,2015,12,0
425560,2015,12,0
408045,2015,12,0
400284,2015,12,27
424324,2015,12,1
408234,2015,12,101
150029,2015,12,102
408314,2015,12,111
400121,2015,12,114
408061,2015,12,115
408299,2015,12,12
407845,2015,12,137
424825,2015,12,158
407893,2015,13,0
424325,2015,13,1
276542,2015,13,4
421685,2015,13,61
408307,2015,13,72
407793,2015,13,95
408241,2015,13,101
276520,2015,13,15
150116,2015,14,23
346874,2015,14,89
346798,2015,14,92
150274,2015,14,12
405395,2015,15,0
282332,2015,15,0
400085,2015,15,0
276519,2015,15,15
279824,2015,15,78
150229,2015,15,1
136860,2015,17,14
112526,2015,17,61
134181,2015,17,96
592407,2015,2,25
121347,2015,21,11
592091,2015,0,76
346793,2015,14,0
452027,2015,0,59
506693,2015,4,51
435078,2015,6,21
425786,2015,6,81
518418,2015,0,133
449107,2015,7,91
518420,2015,2,15
425557,2015,8,167
435044,2015,8,109
444446,2015,2,16
346797,2015,10,122
488689,2015,3,45
545404,2015,4,131
430613,2015,4,169
448674,2015,0,127
450641,2015,1,53
429783,2015,11,52
488703,2015,2,66
217100,2015,12,122
502010,2015,0,42
458678,2015,0,6
594772,2015,0,105
150359,2015,16,38
542994,2015,1,31
465784,2015,5,42
430948,2015,8,108
502304,2015,4,16
502162,2015,0,22
518542,2015,0,105
136600,2015,11,159
457435,2015,6,91
571577,2015,0,21
607405,2015,0,7
429781,2015,10,58
150212,2015,12,157
458668,2015,1,142
434678,2015,5,149
434658,2015,8,167
517059,2015,0,5
446321,2015,6,2
545064,2015,0,64
458689,2015,0,55
523848,2015,0,129
457760,2015,0,41
475138,2015,2,98
592273,2015,0,34
488852,2015,0,18
445968,2015,4,55
474494,2015,0,94
433585,2015,9,102
430630,2015,11,103
453943,2015,4,71
543184,2015,2,75
493117,2015,2,48
518716,2015,4,108
543216,2015,3,36
467143,2015,1,79
452733,2015,8,14
572889,2015,0,114
276514,2015,10,128
543257,2015,1,95
457915,2015,2,169
543258,2015,0,79
518755,2015,0,93
518764,2015,0,131
502281,2015,0,9
115629,2015,19,54
451109,2015,4,16
491676,2015,0,144
433584,2015,8,128
218596,2015,16,119
453307,2015,3,72
116338,2015,16,132
518833,2015,0,93
500891,2015,0,6
547874,2015,4,0
429719,2015,10,64
462089,2015,0,75
462945,2015,3,83
499864,2015,0,149
430681,2015,4,101
407862,2015,12,145
434540,2015,6,124
502462,2015,0,53
445213,2015,4,26
543409,2015,3,23
456124,2015,3,75
571868,2015,1,108
489039,2015,0,111
408042,2015,11,47
543432,2015,2,127
543434,2015,4,55
459967,2015,4,119
547348,2015,0,15
407890,2015,9,132
467785,2015,1,38
429400,2015,3,22
489067,2015,0,14
543459,2015,2,58
451788,2015,7,164
516970,2015,0,62
150302,2015,13,79
501245,2015,0,135
475416,2015,7,73
456496,2015,2,128
460055,2015,5,4
476570,2015,3,101
543508,2015,0,56
473724,2015,0,11
543518,2015,0,46
502166,2015,0,138
543569,2015,2,58
594940,2015,0,44
538506,2015,0,1
605396,2015,0,34
435063,2015,9,151
408242,2015,7,161
592596,2015,0,34
456051,2015,3,89
543607,2015,0,83
120074,2015,17,48
457711,2015,2,81
519096,2015,2,124
457574,2015,3,73
592620,2015,0,36
476633,2015,2,112
519107,2015,1,109
451713,2015,1,69
502260,2015,3,118
463610,2015,1,56
464416,2015,0,75
133380,2015,16,111
595371,2015,0,17
607068,2015,0,5
543698,2015,0,73
594977,2015,0,78
469134,2015,4,161
489267,2015,5,163
519229,2015,0,2
425496,2015,9,84
573135,2015,0,87
457788,2015,5,24
600474,2015,0,34
400089,2015,12,105
445590,2015,4,131
474668,2015,2,57
461872,2015,4,78
467798,2015,4,74
501870,2015,1,106
460003,2015,4,93
491159,2015,7,45
445612,2015,4,35
457744,2015,0,146
476270,2015,2,53
456776,2015,2,95
595441,2015,0,8
425835,2015,3,11
518170,2015,1,148
460008,2015,3,121
